Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Quarter,Profit Margin
1273,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.85,8,0.8,-67.27,2016,Apr,Q2,-1.5
1274,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.37,2,0.2,3.63,2016,May,Q2,0.35
1275,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Consumer,United States,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.78,2016,May,Q2,-0.23
1276,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.35,3,0.2,5.2,2016,May,Q2,0.36
1277,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.99,1,0.2,-7.2,2016,May,Q2,-0.11
1278,CA-2016-148698,5/2/2016,5/7/2016,Standard Class,BD-11770,Consumer,United States,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.35,3,0.2,5.4,2016,May,Q2,0.06
1279,CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,Corporate,United States,Macon,Georgia,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0,12.86,2014,Sep,Q3,0.39
1280,CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,Corporate,United States,Macon,Georgia,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,0,30.2,2014,Sep,Q3,0.36
1281,CA-2016-160815,9/5/2016,9/6/2016,First Class,TR-21325,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0,80.74,2016,Sep,Q3,0.29
1282,CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Consumer,United States,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,0.2,4.91,2017,Apr,Q2,0.33
1283,CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Consumer,United States,Jacksonville,Florida,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.36,2017,Apr,Q2,-0.77
1284,CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Consumer,United States,Jacksonville,Florida,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,0.2,88.07,2017,Apr,Q2,0.35
1285,US-2015-149692,12/6/2015,12/12/2015,Standard Class,KW-16435,Consumer,United States,Austin,Texas,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.77,7,0.8,-4.85,2015,Dec,Q4,-1.75
1286,CA-2016-119445,6/26/2016,7/3/2016,Standard Class,GM-14500,Consumer,United States,Providence,Rhode Island,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0,1.04,2016,Jun,Q2,0.07
1287,CA-2015-124268,7/4/2015,7/8/2015,Standard Class,AD-10180,Home Office,United States,New York City,New York,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0,4.49,2015,Jul,Q3,0.29
1288,CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.17,2016,Nov,Q4,0.28
1289,CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Corporate,United States,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.19,4,0.2,4.11,2016,Nov,Q4,0.34
1290,CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Corporate,United States,New York City,New York,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0,7.5,2016,Nov,Q4,0.36
1291,CA-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.22,4,0.2,4.46,2016,Nov,Q4,0.34
1292,CA-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Home Office,United States,San Francisco,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0,15.55,2016,Nov,Q4,0.48
1293,CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Consumer,United States,San Diego,California,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0,9.22,2015,Aug,Q3,0.28
1294,CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Consumer,United States,San Diego,California,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0,52.53,2015,Aug,Q3,0.46
1295,CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Consumer,United States,San Diego,California,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0,1.48,2015,Aug,Q3,0.48
1296,CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,Consumer,United States,Pueblo,Colorado,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.73,13,0.2,84.57,2015,May,Q2,0.1
1297,CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Corporate,United States,Fairfield,California,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.9,2,0.2,4.52,2017,Dec,Q4,0.33
1298,CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Corporate,United States,Fairfield,California,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,0.2,6.48,2017,Dec,Q4,0.31
1299,CA-2016-134425,12/8/2016,12/12/2016,Second Class,QJ-19255,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.3,2016,Dec,Q4,0.02
1300,CA-2015-121391,10/4/2015,10/7/2015,First Class,AA-10315,Consumer,United States,San Francisco,California,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,0,7.01,2015,Oct,Q4,0.26
1301,CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0,166.1,2016,Dec,Q4,0.29
1302,CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0,83.05,2016,Dec,Q4,0.29
1303,CA-2015-115847,9/19/2015,9/24/2015,Second Class,TC-21535,Home Office,United States,Arlington,Virginia,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0,4.34,2015,Sep,Q3,0.07
1304,US-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.52,2017,Jul,Q3,0.23
1305,US-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,Consumer,United States,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.75,2017,Jul,Q3,0.27
1306,CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,Consumer,United States,Houston,Texas,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,419.94,7,0.2,52.49,2016,Jul,Q3,0.13
1307,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Consumer,United States,Pasadena,California,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,0,22.44,2016,Jun,Q2,0.48
1308,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Consumer,United States,Pasadena,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.71,3,0.2,6.42,2016,Jun,Q2,0.36
1309,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Consumer,United States,Pasadena,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0,5.66,2016,Jun,Q2,0.26
1310,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Consumer,United States,Pasadena,California,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.72,2016,Jun,Q2,0.06
1311,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Consumer,United States,Pasadena,California,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.57,2,0.2,-8.08,2016,Jun,Q2,-0.05
1312,CA-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,0,1.73,2016,Dec,Q4,0.47
1313,CA-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,0,56.18,2016,Dec,Q4,0.46
1314,US-2016-134488,9/24/2016,10/1/2016,Standard Class,PK-19075,Consumer,United States,Columbus,Ohio,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.37,2,0.3,-13.32,2016,Sep,Q3,-0.09
1315,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Corporate,United States,Los Angeles,California,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0,18.66,2016,Dec,Q4,0.48
1316,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Corporate,United States,Los Angeles,California,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0,62.51,2016,Dec,Q4,0.34
1317,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Corporate,United States,Los Angeles,California,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0,28.97,2016,Dec,Q4,0.05
1318,CA-2017-157651,12/10/2017,12/14/2017,Standard Class,HA-14920,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,3.37,2017,Dec,Q4,0.24
1319,CA-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,2014,Jul,Q3,0.13
1320,CA-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.18,6,0.7,-3.63,2014,Jul,Q3,-0.7
1321,CA-2017-167703,2/3/2017,2/8/2017,Standard Class,MC-17575,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.23,3,0.7,-4.18,2017,Feb,Q1,-0.8
1322,CA-2017-167703,2/3/2017,2/8/2017,Standard Class,MC-17575,Consumer,United States,Cincinnati,Ohio,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.55,2,0.2,35.69,2017,Feb,Q1,0.13
1323,CA-2017-121804,3/3/2017,3/8/2017,Standard Class,LP-17095,Consumer,United States,Murray,Kentucky,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,0,19.66,2017,Mar,Q1,0.27
1324,CA-2017-162635,10/9/2017,10/10/2017,First Class,EB-14170,Consumer,United States,Wilmington,North Carolina,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.82,4,0.2,3.52,2017,Oct,Q4,0.33
1325,CA-2014-107153,9/28/2014,10/3/2014,Standard Class,GZ-14545,Corporate,United States,Lawrence,Massachusetts,East,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,0,12.49,2014,Sep,Q3,0.27
1326,US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,-30.56,2014,May,Q2,-1.75
1327,CA-2015-120439,6/14/2015,6/18/2015,Standard Class,AD-10180,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.07,6,0.2,5.11,2015,Jun,Q2,0.1
1328,CA-2016-128258,3/30/2016,4/1/2016,First Class,CP-12085,Corporate,United States,Norwich,Connecticut,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,0,5.56,2016,Mar,Q1,0.49
1329,CA-2017-106033,10/15/2017,10/18/2017,Second Class,FG-14260,Home Office,United States,San Francisco,California,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0,26.38,2017,Oct,Q4,0.3
1330,CA-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005,Consumer,United States,San Francisco,California,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0,16.3,2016,May,Q2,0.44
1331,CA-2017-127705,6/2/2017,6/6/2017,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.64,2017,Jun,Q2,-0.22
1332,CA-2017-127705,6/2/2017,6/6/2017,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.4,2017,Jun,Q2,0.09
1333,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Consumer,United States,Dallas,Texas,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.8,-1.73,2014,Feb,Q1,-1.6
1334,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,0.8,-13.93,2014,Feb,Q1,-1.75
1335,CA-2014-121664,5/6/2014,5/10/2014,Standard Class,HP-14815,Home Office,United States,Los Angeles,California,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.74,8,0.2,52.78,2014,May,Q2,0.38
1336,CA-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670,Consumer,United States,Middletown,Connecticut,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0,0,2016,May,Q2,0
1337,US-2017-123281,4/2/2017,4/7/2017,Standard Class,JF-15190,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0,6.53,2017,Apr,Q2,0.26
1338,CA-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,Consumer,United States,New York City,New York,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0,8.04,2017,Mar,Q1,0.27
1339,CA-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,Consumer,United States,New York City,New York,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,0,176.17,2017,Mar,Q1,0.26
1340,CA-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,Consumer,United States,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,0,36.02,2017,Mar,Q1,0.48
1341,CA-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.83,2017,Jan,Q1,-0.04
1342,CA-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.53,2017,Jan,Q1,-0.8
1343,CA-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.85,6,0.7,-21.16,2017,Jan,Q1,-0.73
1344,CA-2015-131758,5/28/2015,6/1/2015,Standard Class,KB-16315,Consumer,United States,Freeport,New York,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82,3,0,14.35,2015,May,Q2,0.3
1345,CA-2015-131758,5/28/2015,6/1/2015,Standard Class,KB-16315,Consumer,United States,Freeport,New York,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,13.05,5,0,6,2015,May,Q2,0.46
1346,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,0,36.57,2014,Mar,Q1,0.39
1347,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8â€ x 11â€",47.18,7,0,23.59,2014,Mar,Q1,0.5
1348,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0,5.71,2014,Mar,Q1,0.29
1349,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0,25.1,2014,Mar,Q1,0.47
1350,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0,17.22,2014,Mar,Q1,0.48
1351,CA-2014-153976,10/3/2014,10/8/2014,Second Class,BP-11290,Consumer,United States,Evanston,Illinois,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.28,3,0.3,-70.1,2014,Oct,Q4,-0.27
1352,CA-2016-162901,3/28/2016,3/31/2016,First Class,AS-10045,Corporate,United States,Arlington,Virginia,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,2,0,7.85,2016,Mar,Q1,0.25
1353,CA-2017-162978,5/4/2017,5/9/2017,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5,0.2,20.7,2017,May,Q2,0.11
1354,CA-2017-162978,5/4/2017,5/9/2017,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0,8.45,2017,May,Q2,0.48
1355,CA-2017-162978,5/4/2017,5/9/2017,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.9,1,0.2,11.28,2017,May,Q2,0.04
1356,US-2014-160444,7/5/2014,7/5/2014,Same Day,DC-12850,Consumer,United States,Houston,Texas,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.78,3,0.2,-44.16,2014,Jul,Q3,-0.2
1357,US-2014-160444,7/5/2014,7/5/2014,Same Day,DC-12850,Consumer,United States,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.42,11,0.2,-35.18,2014,Jul,Q3,-0.13
1358,CA-2016-145247,5/5/2016,5/7/2016,First Class,ND-18370,Consumer,United States,Louisville,Kentucky,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0,36.4,2016,May,Q2,0.46
1359,CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,Consumer,United States,Fort Worth,Texas,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.99,1,0.6,-1.44,2017,Apr,Q2,-0.73
1360,US-2014-151925,9/26/2014,10/1/2014,Second Class,KT-16465,Consumer,United States,Los Angeles,California,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",145.57,2,0.2,0,2014,Sep,Q3,0
1361,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.26,7,0.2,9.24,2017,Oct,Q4,0.08
1362,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,0.2,7.4,2017,Oct,Q4,0.31
1363,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.58,4,0.4,-56.76,2017,Oct,Q4,-0.18
1364,US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.39,14,0.7,-25.59,2017,Nov,Q4,-0.67
1365,US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.99,2,0.7,-64,2017,Nov,Q4,-0.67
1366,US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.95,6,0.2,-35.99,2017,Nov,Q4,-0.15
1367,US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.58,2,0.2,15.12,2017,Nov,Q4,0.08
1368,US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs,899.14,4,0.2,-146.11,2017,Nov,Q4,-0.16
1369,CA-2017-133249,7/8/2017,7/11/2017,First Class,SZ-20035,Home Office,United States,Pico Rivera,California,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.74,2017,Jul,Q3,0.43
1370,US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Consumer,United States,Colorado Springs,Colorado,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.06,7,0.7,-786.74,2015,Dec,Q4,-1.33
1371,US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Consumer,United States,Colorado Springs,Colorado,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.58,2015,Dec,Q4,0.11
1372,CA-2017-136672,3/7/2017,3/12/2017,Standard Class,MG-17890,Home Office,United States,Clinton,Maryland,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0,4.91,2017,Mar,Q1,0.1
1373,US-2014-157021,4/1/2014,4/6/2014,Second Class,KM-16720,Consumer,United States,Vallejo,California,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0,14.8,2014,Apr,Q2,0.5
1374,US-2014-157021,4/1/2014,4/6/2014,Second Class,KM-16720,Consumer,United States,Vallejo,California,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.09,4,0.2,5.55,2014,Apr,Q2,0.33
1375,CA-2015-120362,9/14/2015,9/19/2015,Standard Class,CA-12265,Consumer,United States,Provo,Utah,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,5,0,118.66,2015,Sep,Q3,0.13
1376,CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0,305.13,2014,Aug,Q3,0.28
1377,CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,0,219.44,2014,Aug,Q3,0.49
1378,CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,West,OFF-AR-10000896,Office Supplies,Art,Newell 329,16.4,5,0,4.26,2014,Aug,Q3,0.26
1379,CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96,5,0.2,35,2014,Aug,Q3,0.09
1380,CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0,7.95,2014,Aug,Q3,0.05
